Date,Open,High,Low,Close,Adj Close,Volume
2024-04-25,136.78,137.97,136.28,136.78,136.78,48777230
2024-04-26,135.57,137.96,135.26,135.57,135.57,30681938
2024-04-29,134.82,135.27,132.91,134.82,134.82,31992838
2024-04-30,136.19,136.88,134.07,136.19,136.19,21135474
2024-05-01,136.69,138.86,136.6,136.69,136.69,19596394
2024-05-02,135.89,138.05,133.08,135.89,135.89,35258425
2024-05-03,136.66,138.58,136.5,136.66,136.66,29952900
2024-05-06,136.81,138.89,135.19,136.81,136.81,21772676
2024-05-07,138.26,139.89,136.13,138.26,138.26,27406301
2024-05-08,137.21,137.97,134.6,137.21,137.21,20348533
2024-05-09,136.71,137.75,134.57,136.71,136.71,36683911
2024-05-10,136.13,136.67,133.72,136.13,136.13,20401929
2024-05-13,133.93,136.66,132.91,133.93,133.93,32849061
2024-05-14,134.38,136.13,131.94,134.38,134.38,29295854
2024-05-15,134.77,135.97,134.53,134.77,134.77,27380319
2024-05-16,134.77,136.16,132.09,134.77,134.77,45544400
2024-05-17,134.42,137.26,132.78,134.42,134.42,15303943
2024-05-20,132.3,132.76,129.85,132.3,132.3,25453951
2024-05-21,131.67,133.43,130.31,131.67,131.67,49051623
2024-05-22,131.15,132.67,129.22,131.15,131.15,41099208
2024-05-23,129.95,131.78,128.37,129.95,129.95,39805505
2024-05-24,129.71,129.76,127.52,129.71,129.71,21004849
2024-05-27,130.32,132.94,130.08,130.32,130.32,33250723
2024-05-28,133.14,135.94,132.96,133.14,133.14,34214909
2024-05-29,133.41,135.11,132.67,133.41,133.41,48692429
2024-05-30,133.79,135.88,133.31,133.79,133.79,39009512
2024-05-31,133.68,136.45,131.06,133.68,133.68,24084264
2024-06-03,130.8,132.92,130.14,130.8,130.8,38782808
2024-06-04,130.76,131.22,127.83,130.76,130.76,32289150
2024-06-05,130.85,132.58,129.84,130.85,130.85,17899284
2024-06-06,134.55,136.37,134.0,134.55,134.55,11003171
2024-06-07,134.26,135.53,131.89,134.26,134.26,33992154
2024-06-10,134.71,136.92,132.73,134.71,134.71,29677953
2024-06-11,134.66,137.46,133.17,134.66,134.66,44924917
2024-06-12,132.91,135.69,131.24,132.91,132.91,17045900
2024-06-13,134.62,135.97,132.46,134.62,134.62,28458292
2024-06-14,135.75,136.09,135.06,135.75,135.75,32089615
2024-06-17,136.94,139.89,133.95,136.94,136.94,40600479
2024-06-18,135.57,138.09,132.65,135.57,135.57,10981883
2024-06-19,137.68,138.05,135.73,137.68,137.68,11668321
2024-06-20,135.57,138.33,134.97,135.57,135.57,23296138
2024-06-21,136.45,139.06,134.41,136.45,136.45,16154512
2024-06-24,139.74,141.3,139.52,139.74,139.74,36665895
2024-06-25,138.25,140.02,138.16,138.25,138.25,30536721
2024-06-26,137.4,138.6,136.63,137.4,137.4,35192630
2024-06-27,137.55,137.71,136.16,137.55,137.55,15418952
2024-06-28,136.8,137.81,134.2,136.8,136.8,14264423
2024-07-01,134.47,136.88,132.29,134.47,134.47,23816653
2024-07-02,134.58,134.59,132.35,134.58,134.58,18181883
2024-07-03,132.98,133.98,131.7,132.98,132.98,25309784
2024-07-04,133.69,134.88,132.65,133.69,133.69,41927921
2024-07-05,132.31,133.92,131.2,132.31,132.31,33948053
2024-07-08,134.64,137.4,131.68,134.64,134.64,45074035
2024-07-09,133.46,134.5,133.34,133.46,133.46,37134365
2024-07-10,132.98,134.02,130.38,132.98,132.98,37670483
2024-07-11,134.2,136.41,132.46,134.2,134.2,27640619
2024-07-12,132.35,133.71,131.03,132.35,132.35,32272887
2024-07-15,132.7,133.37,130.52,132.7,132.7,44533268
2024-07-16,134.66,136.02,133.2,134.66,134.66,30000738
2024-07-17,132.24,132.66,129.62,132.24,132.24,24804511
2024-07-18,132.52,133.05,129.82,132.52,132.52,28994397
2024-07-19,132.91,134.41,131.64,132.91,132.91,18568438
2024-07-22,134.08,135.34,133.25,134.08,134.08,28333734
2024-07-23,132.23,134.97,130.45,132.23,132.23,21872752
2024-07-24,130.25,131.34,127.51,130.25,130.25,46213515
2024-07-25,131.03,132.77,130.4,131.03,131.03,19625105
2024-07-26,131.48,133.38,129.61,131.48,131.48,31654924
2024-07-29,131.85,131.89,129.96,131.85,131.85,19935869
2024-07-30,132.37,134.36,130.17,132.37,132.37,41845012
2024-07-31,131.35,131.88,130.96,131.35,131.35,47450390
2024-08-01,131.7,134.58,129.55,131.7,131.7,39992671
2024-08-02,132.14,132.59,129.41,132.14,132.14,33853258
2024-08-05,131.07,132.31,130.53,131.07,131.07,42469247
2024-08-06,133.87,134.13,133.16,133.87,133.87,23689493
2024-08-07,134.58,137.57,131.67,134.58,134.58,11265898
2024-08-08,132.79,134.3,132.25,132.79,132.79,25918424
2024-08-09,133.78,135.57,131.22,133.78,133.78,45674971
2024-08-12,132.31,132.51,130.83,132.31,132.31,49501580
2024-08-13,133.49,135.74,132.75,133.49,133.49,46785617
2024-08-14,135.23,135.86,132.62,135.23,135.23,38899868
2024-08-15,134.0,136.69,132.66,134.0,134.0,41052238
2024-08-16,135.45,136.07,133.91,135.45,135.45,32700314
2024-08-19,136.07,136.64,134.99,136.07,136.07,27262030
2024-08-20,137.3,137.41,135.52,137.3,137.3,35137138
2024-08-21,140.14,141.56,139.65,140.14,140.14,40779669
2024-08-22,139.78,141.47,138.61,139.78,139.78,45154340
2024-08-23,138.64,138.84,135.73,138.64,138.64,48864224
2024-08-26,137.31,139.64,136.54,137.31,137.31,45908279
2024-08-27,136.09,137.45,134.12,136.09,136.09,21018754
2024-08-28,135.97,137.54,134.99,135.97,135.97,12892478
2024-08-29,136.48,137.8,134.16,136.48,136.48,20831890
2024-08-30,136.9,138.1,136.51,136.9,136.9,15949852
2024-09-02,138.14,139.82,135.23,138.14,138.14,10029725
2024-09-03,138.16,138.63,136.8,138.16,138.16,19184536
2024-09-04,140.34,140.89,139.63,140.34,140.34,26413806
2024-09-05,139.94,142.53,139.72,139.94,139.94,29748999
2024-09-06,144.02,146.86,143.51,144.02,144.02,46217193
2024-09-09,144.96,146.08,143.4,144.96,144.96,41512427
2024-09-10,143.67,144.48,142.66,143.67,143.67,43121540
2024-09-11,142.07,144.0,139.58,142.07,142.07,37705858
2024-09-12,142.79,144.02,141.5,142.79,142.79,41932864
2024-09-13,142.46,142.54,141.71,142.46,142.46,33313511
2024-09-16,143.53,144.0,141.68,143.53,143.53,37719138
2024-09-17,144.24,146.39,142.12,144.24,144.24,30686655
2024-09-18,144.13,146.11,143.63,144.13,144.13,23726569
2024-09-19,142.86,142.94,142.36,142.86,142.86,15627745
2024-09-20,140.59,141.26,140.48,140.59,140.59,13911146
2024-09-23,139.92,140.61,137.71,139.92,139.92,45261449
2024-09-24,141.2,143.22,139.21,141.2,141.2,44243988
2024-09-25,141.52,141.58,140.1,141.52,141.52,21245869
2024-09-26,139.65,139.96,137.12,139.65,139.65,38391654
2024-09-27,139.91,142.31,137.49,139.91,139.91,34065754
2024-09-30,140.49,141.03,138.73,140.49,140.49,12253722
2024-10-01,139.17,141.13,136.57,139.17,139.17,11649729
2024-10-02,139.4,140.11,138.78,139.4,139.4,11116271
2024-10-03,139.48,139.78,139.14,139.48,139.48,20916876
2024-10-04,137.77,138.5,136.96,137.77,137.77,41978888
2024-10-07,138.31,140.48,138.14,138.31,138.31,41574515
2024-10-08,139.15,141.72,137.56,139.15,139.15,46653987
2024-10-09,140.77,143.26,137.96,140.77,140.77,32461013
2024-10-10,142.35,143.54,142.23,142.35,142.35,28458857
2024-10-11,140.29,142.29,139.92,140.29,140.29,27443381
2024-10-14,138.88,139.49,137.52,138.88,138.88,29565579
2024-10-15,139.65,140.53,136.85,139.65,139.65,31253537
2024-10-16,140.42,143.11,139.47,140.42,140.42,47264820
2024-10-17,141.19,141.23,139.67,141.19,141.19,46789624
2024-10-18,146.97,147.23,146.85,146.97,146.97,37933715
2024-10-21,147.83,148.45,147.38,147.83,147.83,36906511
2024-10-22,149.53,149.61,146.57,149.53,149.53,45489522
2024-10-23,150.96,151.5,148.06,150.96,150.96,47491702
2024-10-24,151.94,153.69,151.93,151.94,151.94,16739013
2024-10-25,151.47,152.73,148.61,151.47,151.47,17089975
2024-10-28,152.61,155.29,150.69,152.61,152.61,18805586
2024-10-29,151.45,153.9,148.85,151.45,151.45,48373507
2024-10-30,151.09,152.12,149.73,151.09,151.09,21768963
2024-10-31,150.36,151.14,148.81,150.36,150.36,24263315
2024-11-01,150.49,151.63,149.02,150.49,150.49,13868452
2024-11-04,153.96,155.73,151.96,153.96,153.96,39171429
2024-11-05,151.16,151.96,150.74,151.16,151.16,37366868
2024-11-06,152.19,154.06,152.1,152.19,152.19,18074037
2024-11-07,149.77,151.0,148.85,149.77,149.77,44867175
2024-11-08,149.06,150.72,146.95,149.06,149.06,37906918
2024-11-11,150.69,152.0,150.08,150.69,150.69,23822356
2024-11-12,150.79,151.67,148.77,150.79,150.79,17303693
2024-11-13,149.17,152.02,146.26,149.17,149.17,29992066
2024-11-14,148.1,150.39,147.82,148.1,148.1,20108631
2024-11-15,149.12,149.54,147.1,149.12,149.12,17983439
2024-11-18,148.02,150.63,146.69,148.02,148.02,38727993
2024-11-19,148.35,149.81,145.75,148.35,148.35,35464695
2024-11-20,148.42,151.1,147.89,148.42,148.42,19546263
2024-11-21,147.44,149.84,145.36,147.44,147.44,29726497
2024-11-22,150.66,151.94,148.15,150.66,150.66,34133277
2024-11-25,151.61,151.68,148.78,151.61,151.61,44849361
2024-11-26,148.57,149.38,146.52,148.57,148.57,46059026
2024-11-27,148.85,150.47,147.36,148.85,148.85,28020510
2024-11-28,147.86,149.76,146.01,147.86,147.86,41386811
2024-11-29,149.14,149.91,146.53,149.14,149.14,45969234
2024-12-02,147.95,148.37,146.24,147.95,147.95,43997463
2024-12-03,147.77,150.27,147.68,147.77,147.77,36256492
2024-12-04,148.53,151.48,145.74,148.53,148.53,25663645
2024-12-05,149.83,151.41,147.76,149.83,149.83,29567589
2024-12-06,148.03,148.55,146.0,148.03,148.03,38849268
2024-12-09,147.53,148.35,146.88,147.53,147.53,41632286
2024-12-10,146.82,146.88,144.84,146.82,146.82,17061183
2024-12-11,145.84,148.58,144.66,145.84,145.84,30064274
2024-12-12,148.48,148.83,146.53,148.48,148.48,21592111
2024-12-13,149.09,150.82,148.77,149.09,149.09,39324003
2024-12-16,147.2,148.02,145.23,147.2,147.2,10290998
2024-12-17,148.58,150.24,145.58,148.58,148.58,14855920
2024-12-18,151.76,153.71,151.62,151.76,151.76,16367712
2024-12-19,153.31,155.8,150.38,153.31,153.31,17997043
2024-12-20,151.03,151.65,149.81,151.03,151.03,10181360
2024-12-23,150.3,150.33,147.69,150.3,150.3,29221242
2024-12-24,152.2,152.61,149.85,152.2,152.2,29292635
2024-12-25,151.14,153.84,149.44,151.14,151.14,15532410
2024-12-26,151.81,154.43,149.59,151.81,151.81,14138286
2024-12-27,152.97,154.76,150.33,152.97,152.97,21031669
2024-12-30,151.58,153.38,150.37,151.58,151.58,18333100
2024-12-31,151.49,153.49,150.51,151.49,151.49,16893728
2025-01-01,146.63,147.16,144.63,146.63,146.63,28904815
2025-01-02,145.09,147.83,142.67,145.09,145.09,37391022
2025-01-03,144.71,145.97,142.42,144.71,144.71,48488026
2025-01-06,142.84,143.99,140.45,142.84,142.84,25697605
2025-01-07,145.29,146.85,143.98,145.29,145.29,38997166
2025-01-08,143.14,143.28,140.69,143.14,143.14,47937226
2025-01-09,142.48,142.98,142.12,142.48,142.48,34100710
2025-01-10,142.68,144.89,141.05,142.68,142.68,23099507
2025-01-13,144.84,145.09,144.82,144.84,144.84,22285500
2025-01-14,142.69,144.5,141.72,142.69,142.69,37428913
2025-01-15,144.43,145.17,143.33,144.43,144.43,48844162
2025-01-16,144.45,145.62,143.26,144.45,144.45,46793968
2025-01-17,142.98,143.85,140.89,142.98,142.98,43007453
2025-01-20,143.67,144.74,142.5,143.67,143.67,25341821
2025-01-21,143.97,146.13,142.62,143.97,143.97,45880565
2025-01-22,143.07,143.96,142.36,143.07,143.07,41979500
2025-01-23,143.17,144.87,142.05,143.17,143.17,20538832
2025-01-24,142.59,144.02,141.91,142.59,142.59,43251322
2025-01-27,142.77,144.76,142.55,142.77,142.77,17948140
2025-01-28,143.76,146.57,141.95,143.76,143.76,15720626
2025-01-29,146.14,148.34,144.14,146.14,146.14,23654772
2025-01-30,144.28,144.92,142.42,144.28,144.28,49776146
2025-01-31,147.48,147.57,146.09,147.48,147.48,49929257
2025-02-03,144.55,145.34,143.41,144.55,144.55,48560290
2025-02-04,144.32,146.11,141.73,144.32,144.32,43422637
2025-02-05,145.21,145.36,143.65,145.21,145.21,39168537
2025-02-06,145.63,147.12,144.19,145.63,145.63,18221252
2025-02-07,144.69,146.48,144.61,144.69,144.69,46970303
2025-02-10,144.38,145.38,143.36,144.38,144.38,34774704
2025-02-11,143.64,145.95,142.5,143.64,143.64,31740617
2025-02-12,142.76,143.08,141.56,142.76,142.76,22429667
2025-02-13,144.03,144.26,142.29,144.03,144.03,46421189
2025-02-14,144.57,146.75,142.97,144.57,144.57,36502745
2025-02-17,143.53,145.02,141.71,143.53,143.53,20636547
2025-02-18,144.88,146.95,142.59,144.88,144.88,22743293
2025-02-19,145.34,146.64,142.9,145.34,145.34,49467750
2025-02-20,146.56,147.3,144.41,146.56,146.56,23487010
2025-02-21,147.5,149.96,144.63,147.5,147.5,40190179
2025-02-24,146.26,148.66,146.21,146.26,146.26,21416757
2025-02-25,145.42,147.5,144.83,145.42,145.42,37804333
2025-02-26,146.54,147.36,146.52,146.54,146.54,13651387
2025-02-27,147.46,149.23,145.52,147.46,147.46,37270507
2025-02-28,147.42,148.5,144.73,147.42,147.42,45266104
2025-03-03,147.6,147.87,146.87,147.6,147.6,15905950
2025-03-04,149.52,152.27,146.74,149.52,149.52,13212883
2025-03-05,148.63,149.04,148.45,148.63,148.63,13028631
2025-03-06,149.45,152.3,146.65,149.45,149.45,24218200
2025-03-07,149.15,150.49,148.1,149.15,149.15,24987811
2025-03-10,148.82,149.38,148.52,148.82,148.82,37736989
2025-03-11,150.47,152.1,149.01,150.47,150.47,16423959
2025-03-12,151.71,154.33,150.94,151.71,151.71,14024733
2025-03-13,152.93,155.13,152.08,152.93,152.93,31636437
2025-03-14,154.89,157.31,153.97,154.89,154.89,10019675
2025-03-17,154.92,156.9,152.51,154.92,154.92,35239821
2025-03-18,155.94,158.02,154.32,155.94,155.94,36133385
2025-03-19,155.47,158.02,154.54,155.47,155.47,37164495
2025-03-20,155.96,156.71,154.13,155.96,155.96,40115806
2025-03-21,155.77,157.24,153.62,155.77,155.77,14464344
2025-03-24,155.91,156.57,155.09,155.91,155.91,20797637
2025-03-25,156.8,159.76,155.56,156.8,156.8,22310059
2025-03-26,155.58,158.41,155.21,155.58,155.58,10566088
2025-03-27,158.71,158.83,158.17,158.71,158.71,23727532
2025-03-28,157.21,159.33,155.17,157.21,157.21,20151607
2025-03-31,155.38,158.16,154.84,155.38,155.38,10658003
2025-04-01,157.12,157.66,155.54,157.12,157.12,10805113
2025-04-02,158.31,160.01,156.18,158.31,158.31,19322004
2025-04-03,159.25,162.0,158.93,159.25,159.25,15028035
2025-04-04,160.19,160.29,158.49,160.19,160.19,21551409
2025-04-07,160.17,162.26,159.4,160.17,160.17,30811680
2025-04-08,158.82,159.71,155.93,158.82,158.82,36769370
2025-04-09,158.94,161.71,157.49,158.94,158.94,25433222
2025-04-10,157.92,160.83,155.5,157.92,157.92,45646533
2025-04-11,159.38,162.21,157.73,159.38,159.38,49549566
2025-04-14,159.16,160.58,159.03,159.16,159.16,20347918
2025-04-15,157.93,160.52,156.03,157.93,157.93,36621905
2025-04-16,157.44,159.97,154.59,157.44,157.44,42382711
2025-04-17,158.06,159.02,156.26,158.06,158.06,16208714
2025-04-18,157.22,159.71,154.76,157.22,157.22,22834263
2025-04-21,155.98,156.09,153.33,155.98,155.98,40647215
2025-04-22,156.35,158.14,155.67,156.35,156.35,22124052
2025-04-23,156.72,157.41,156.08,156.72,156.72,33119273
2025-04-24,155.96,156.32,154.13,155.96,155.96,37758455
2025-04-25,155.25,155.48,154.02,155.25,155.25,38046417
2025-04-28,155.6,157.69,153.08,155.6,155.6,28640452
2025-04-29,153.43,154.45,150.73,153.43,153.43,37512406
2025-04-30,151.31,153.48,150.25,151.31,151.31,25851428
2025-05-01,150.24,150.44,149.53,150.24,150.24,22155863
2025-05-02,149.92,150.87,147.58,149.92,149.92,23981528
2025-05-05,150.38,152.0,149.56,150.38,150.38,34723448
2025-05-06,152.6,154.97,150.13,152.6,152.6,30275624
2025-05-07,153.88,154.84,152.61,153.88,153.88,37531424
2025-05-08,153.64,155.52,151.64,153.64,153.64,15403252
2025-05-09,153.61,156.27,153.32,153.61,153.61,38204739
2025-05-12,152.11,153.96,150.24,152.11,152.11,14151785
2025-05-13,152.08,152.78,150.72,152.08,152.08,39489478
2025-05-14,151.65,151.72,149.89,151.65,151.65,43354320
2025-05-15,152.13,154.74,151.63,152.13,152.13,33166524
2025-05-16,150.89,150.95,148.68,150.89,150.89,47192252
2025-05-19,151.67,154.29,149.08,151.67,151.67,13284321
2025-05-20,153.97,155.56,153.32,153.97,153.97,27456057
2025-05-21,153.81,156.63,153.52,153.81,153.81,32197928
2025-05-22,154.41,156.81,154.34,154.41,154.41,30229717
2025-05-23,155.45,158.44,153.52,155.45,155.45,18433840
2025-05-26,154.84,155.89,153.02,154.84,154.84,25140449
2025-05-27,155.18,157.48,153.54,155.18,155.18,25463365
2025-05-28,155.2,156.41,154.5,155.2,155.2,41770093
2025-05-29,155.35,156.79,154.18,155.35,155.35,32229189
2025-05-30,154.19,156.07,152.41,154.19,154.19,23609569
2025-06-02,154.22,156.84,152.73,154.22,154.22,11379904
2025-06-03,154.97,157.92,152.01,154.97,154.97,39014857
2025-06-04,157.15,159.45,156.74,157.15,157.15,11437188
2025-06-05,158.59,159.84,156.5,158.59,158.59,45210753
2025-06-06,161.82,163.08,160.61,161.82,161.82,44093077
2025-06-09,160.66,162.87,159.38,160.66,160.66,36737775
2025-06-10,161.97,162.69,159.82,161.97,161.97,26374601
2025-06-11,162.25,162.58,160.17,162.25,162.25,49387233
2025-06-12,165.53,166.59,162.56,165.53,165.53,21218063
2025-06-13,164.32,165.18,163.93,164.32,164.32,33689071
2025-06-16,163.06,163.95,162.75,163.06,163.06,40224818
2025-06-17,162.16,162.86,159.99,162.16,162.16,34567790
2025-06-18,158.98,159.11,157.24,158.98,158.98,20999077
2025-06-19,158.19,158.24,157.37,158.19,158.19,36263177
2025-06-20,157.05,160.01,156.81,157.05,157.05,49993954
2025-06-23,157.27,158.55,157.01,157.27,157.27,31825215
2025-06-24,157.79,158.94,155.11,157.79,157.79,31595966
2025-06-25,160.6,162.64,160.02,160.6,160.6,47026182
2025-06-26,162.03,162.68,161.06,162.03,162.03,46319763
2025-06-27,161.16,164.01,160.48,161.16,161.16,18976766
2025-06-30,159.81,162.17,158.75,159.81,159.81,46185155
2025-07-01,160.55,160.82,160.34,160.55,160.55,38997485
2025-07-02,158.57,159.82,157.01,158.57,158.57,27642355
2025-07-03,161.32,163.96,161.12,161.32,161.32,26152789
2025-07-04,163.09,165.92,160.69,163.09,163.09,19967246
2025-07-07,162.38,163.78,161.68,162.38,162.38,17543159
2025-07-08,159.81,161.65,158.19,159.81,159.81,15384935
2025-07-09,161.84,162.34,159.2,161.84,161.84,22155092
2025-07-10,161.67,164.64,159.72,161.67,161.67,24514254
2025-07-11,163.53,164.23,161.93,163.53,163.53,29678933
2025-07-14,161.14,163.97,160.17,161.14,161.14,33063155
2025-07-15,160.24,162.19,159.24,160.24,160.24,33593741
2025-07-16,160.25,162.07,158.24,160.25,160.25,28988954
2025-07-17,160.32,161.86,157.34,160.32,160.32,49247228
2025-07-18,159.64,160.33,157.65,159.64,159.64,12639929
2025-07-21,160.58,161.11,158.91,160.58,160.58,13133211
2025-07-22,158.97,159.63,156.78,158.97,158.97,37434009
2025-07-23,158.76,159.32,157.36,158.76,158.76,34217665
2025-07-24,158.94,161.28,158.76,158.94,158.94,21616152
2025-07-25,159.71,160.76,158.02,159.71,159.71,11726199
2025-07-28,160.78,160.95,157.91,160.78,160.78,22756935
2025-07-29,159.09,162.0,158.56,159.09,159.09,15071915
2025-07-30,156.79,159.44,154.72,156.79,156.79,42005216
2025-07-31,158.71,161.49,158.11,158.71,158.71,10443945
2025-08-01,159.21,162.19,157.6,159.21,159.21,16310114
2025-08-04,158.08,158.6,157.79,158.08,158.08,12276787
2025-08-05,160.41,161.6,159.06,160.41,160.41,39018490
2025-08-06,160.58,162.85,158.31,160.58,160.58,33278769
2025-08-07,162.35,164.44,161.31,162.35,162.35,25342276
2025-08-08,162.46,162.92,160.47,162.46,162.46,44829066
2025-08-11,165.55,168.0,163.16,165.55,165.55,12755063
2025-08-12,168.18,168.85,165.4,168.18,168.18,43091145
2025-08-13,167.81,168.48,167.11,167.81,167.81,11228807
2025-08-14,169.26,170.87,168.06,169.26,169.26,35288599
2025-08-15,170.23,172.01,169.77,170.23,170.23,42134440
2025-08-18,172.28,174.02,169.3,172.28,172.28,14463158
2025-08-19,170.84,171.11,168.06,170.84,170.84,18803208
2025-08-20,171.87,174.5,170.25,171.87,171.87,32958638
2025-08-21,173.45,174.25,170.92,173.45,173.45,45823502
2025-08-22,170.82,171.21,169.26,170.82,170.82,47967791
2025-08-25,169.04,171.71,167.17,169.04,169.04,37199725
2025-08-26,165.98,168.85,165.71,165.98,165.98,17640167
2025-08-27,165.58,168.17,163.31,165.58,165.58,29608785
2025-08-28,166.65,169.08,166.27,166.65,166.65,17322153
2025-08-29,168.91,170.88,166.43,168.91,168.91,46073939
2025-09-01,169.02,170.67,166.67,169.02,169.02,28303750
2025-09-02,171.46,171.72,169.33,171.46,171.46,27601359
2025-09-03,169.39,170.62,169.28,169.39,169.39,26001900
2025-09-04,166.84,167.96,165.93,166.84,166.84,38180762
2025-09-05,166.75,167.53,165.96,166.75,166.75,40284261
2025-09-08,167.33,169.5,166.25,167.33,167.33,10371616
2025-09-09,167.28,168.77,167.02,167.28,167.28,28737371
2025-09-10,164.18,164.42,161.37,164.18,164.18,19163766
2025-09-11,164.05,164.71,162.39,164.05,164.05,28546183
2025-09-12,162.09,164.14,161.17,162.09,162.09,24451300
2025-09-15,163.09,163.32,161.9,163.09,163.09,43833647
2025-09-16,163.64,166.19,162.3,163.64,163.64,12843236
2025-09-17,162.23,163.72,160.43,162.23,162.23,22126467
2025-09-18,161.46,162.9,159.91,161.46,161.46,17379933
2025-09-19,159.87,161.65,157.11,159.87,159.87,35439173
